"What is the process for new sellers to get vendor assessment done?
","1. **Registration on GeM Portal:**

- Visit the GeM portal and click on the ""Register"" button.
- Select the type of seller account you wish to create (Individual, Company, or MSME).
- Fill in the required details and submit the registration form.
- Once your registration is complete, you will receive a confirmation email with your login credentials.

2. **Vendor Assessment:**

- After successful registration, you must complete the vendor assessment process to become eligible for selling on the GeM portal.
- Click on the ""Vendor Assessment"" tab on the GeM portal.
- Read the instructions carefully and click on the ""Start Assessment"" button.
- The assessment consists of three sections:

1. **Basic Information:** This section includes questions about your business, contact details, and financial information.
2. **Technical Capability:** This section assesses your ability to deliver goods and services as per the specifications and requirements of the GeM portal.
3. **Past Performance:** This section evaluates your track record of performance on previous contracts or orders.

- Answer all the questions truthfully and accurately.
- Upload supporting documents as requested in the assessment.
- Once you have completed all the sections, click on the ""Submit Assessment"" button.

**Note:** 

- The vendor assessment process is mandatory for all new sellers on the GeM portal.
- It is a one-time process, and your assessment will be valid for a period of three years.
- After submitting the assessment, your application will be reviewed by the GeM team.
- If your application is approved, you will receive a confirmation email with your vendor code.
- Once you have received your vendor code, you can start listing your products and services on the GeM portal."
"How can exempted sellers apply for assessment exemption? What documents are required?
","To apply for assessment exemption, exempted sellers must submit the following documents to the GeM platform:

1. **Self-Certification:**

* A duly filled and signed self-certification in the prescribed format.
* The self-certification should clearly state that the seller is an exempted entity as per the GeM guidelines.

2. **Registration Certificate:**

* A copy of the valid registration certificate issued by the concerned government authority.
* The registration certificate should clearly indicate the exempted status of the seller.

3. **No Objection Certificate (NOC):**

* A NOC from the concerned nodal agency or department.
* The NOC should clearly state that the seller is permitted to sell goods or services on the GeM platform.

4. **Supporting Documents:**

* Any other relevant documents or certificates that support the seller's exemption claim.
* These documents may include but are not limited to:
    * PAN card
    * GST certificate
    * MSME certificate
    * SSI certificate
    * Khadi and Village Industries Commission (KVIC) certificate
    * National Small Industries Corporation (NSIC) certificate
    * Any other relevant documentation as specified by GeM

5. **Additional Requirements:**

* In certain cases, GeM may request additional information or documents to verify the seller's exemption status.
* Failure to provide the required information or documents may result in the rejection of the exemption application.

Once the seller has submitted all the required documents, GeM will review the application and make a decision regarding the exemption. The seller will be notified of the outcome of the assessment process through the GeM platform."
"How can I view my seller details and account status on GeM?
","To view your seller details and account status on GeM, follow these steps:

1. Log in to the GeM portal using your credentials.
2. Click on the ""My Account"" tab located at the top right corner of the homepage.
3. Select ""Seller"" from the drop-down menu.
4. You will be redirected to the ""Seller Dashboard"" page.
5. On the dashboard, you can view your seller details such as your company name, GST number, PAN number, bank account details, and contact information.
6. To view your account status, click on the ""Account Status"" tab located at the top of the dashboard.
7. On the ""Account Status"" page, you can view the status of your GeM account, such as active, suspended, or blocked.
8. You can also view your account balance, pending payments, and any disputes or complaints raised against your account.

Additionally, you can also view your seller performance metrics, such as your order fulfillment rate, customer satisfaction rating, and response time, by clicking on the ""Performance Metrics"" tab located on the ""Seller Dashboard"" page."
"What is the process to add secondary users for my seller account?
","To add secondary users for your seller account on GeM:

1. **Sign in to your GeM account:** Go to the GeM portal and enter your login credentials.

2. **Navigate to the User Management Page:** Once logged in, click on the ""My Account"" tab in the top right corner. Then, select ""User Management"" from the dropdown menu.

3. **Click on ""Add New User"":** On the User Management page, locate the ""Add New User"" button and click on it to initiate the process of adding a new secondary user.

4. **Provide User Details:** In the ""Add New User"" form, enter the following details of the secondary user:
   - Full Name
   - Email Address
   - Mobile Number
   - User Type (Select ""Secondary User"" from the dropdown)

5. **Assign Roles:** Below the user information, you will find a section titled ""Assign Roles."" Here, select the appropriate roles that you want to assign to the secondary user. You can choose from various roles such as ""Order Management,"" ""Product Management,"" ""Bidding Management,"" etc.

6. **Set User Permissions:** Additionally, you can set specific permissions for the secondary user, such as whether they can view sensitive information, create reports, or perform certain actions. Adjust the permissions according to your requirements and preferences.

7. **Click on ""Save"":** Once you have filled out all the necessary information and assigned roles and permissions, click on the ""Save"" button at the bottom of the page to create the secondary user account.

8. **User Account Creation:** Upon clicking ""Save,"" the secondary user account will be created, and an email with login credentials will be sent to the email address you provided during the setup process.

9. **Activate the Account:** Instruct the secondary user to check their email inbox and follow the link provided in the email to activate their account. Once they activate their account, they can log in to GeM using the credentials provided.

Remember, secondary users will have limited access to your seller account based on the roles and permissions you assign to them. This will allow you to delegate specific tasks and responsibilities while maintaining control over sensitive information."
"What are the different roles for secondary users? How many can I add?
","There are three different roles for secondary users:

1. Approver: This user can approve or reject requisitions/orders of the primary user.

2. Preparer: This user can create requisitions and purchase orders on behalf of the primary user.

3. Viewer: This user can view the requisitions and purchase orders of the primary user.

You can add up to 10 secondary users."
"How will the added secondary users activate their GeM account?
","To activate their GeM account, the added secondary users can follow these steps:

1. Access the GeM Portal: Visit the GeM portal at https://gem.gov.in/.

2. Click on ""Login"": Locate the ""Login"" button on the homepage and click on it.

3. Select ""Secondary User Login"": On the login page, click on the ""Secondary User Login"" option.

4. Enter OTP: Enter the OTP (One Time Password) received on the registered mobile number and email address of the secondary user.

5. Set Password: Create a strong password that meets the security requirements specified by GeM.

6. Login: Click on the ""Login"" button to access the GeM portal.

7. Update Profile: After logging in, the secondary user can update their profile information, including name, email address, phone number, address, and other details.

8. Access GeM Services: Once the profile is updated, the secondary user can start using the various services and features available on the GeM portal. They can participate in bidding processes, raise purchase requisitions, place orders, track shipments, and communicate with sellers."
"What happens if I enter the wrong date of incorporation during profile setup - can it be edited later?
","If you enter the wrong date of incorporation during profile setup, it can be edited later. However, you will need to contact the GeM support team to request the change. To do this, you can either:

- Submit a ticket through the GeM Helpdesk portal.
- Call the GeM customer support helpline at 1800-599-0111.

Once you contact the support team, they will ask you to provide the following information:

- Your GeM registration number
- The correct date of incorporation
- A copy of your company's certificate of incorporation

Once the support team has verified your request, they will update the date of incorporation in your profile. Please note that it may take some time for the change to be reflected in your profile.

In the meantime, you can continue to use your GeM account as normal. However, you may not be able to access certain features or services that are restricted to companies that have been incorporated for a certain period of time."
"My company changed names last year after incorporation - how do I update this in my GeM seller profile?
","1. **Log in to GeM:** Access the GeM portal (https://gem.gov.in/) and sign in using your registered email address and password.


2. **Navigate to Seller Profile:** Once logged in, click on the ""My Profile"" tab from the top menu bar.


3. **Select ""Edit Profile"":** Under ""My Profile,"" locate the ""Edit Profile"" option and click on it to modify your seller information.


4. **Update Company Name:** Scroll down to the ""Company Details"" section and find the field labeled ""Company Name."" Enter your company's new name as per the incorporation documents.


5. **Upload Supporting Documents:** To support the name change, you may be required to upload documents such as a copy of the certificate of incorporation, deed of name change, or any other relevant documentation. Click on the ""Upload Documents"" section and select the necessary files.


6. **Save Changes:** After reviewing the updated information, click on the ""Save Changes"" button at the bottom of the page to save the modifications to your seller profile.


7. **GeM Approval:** Once you save the changes, they will be subject to approval by the GeM authorities. This process may take a few days or weeks, depending on the volume of requests.


8. **Notification of Approval:** Upon approval of your name change request, you will receive an email or notification within your GeM account.


9. **Reflect Changes in GST:** If your company's GST number has also changed due to the name change, you must update the GST details in your GeM profile. To do this, navigate to the ""GST Details"" section under ""My Profile"" and make the necessary changes.


Remember, it is important to keep your GeM seller profile up-to-date with accurate and relevant information. This ensures smooth business operations and compliance with governmental regulations."
"I am currently registered under composition scheme but want to change to regular taxpayer - what is the process for that?
","1. **Ensure GST Turnover Limit**:
   - You must ensure that your aggregate turnover exceeds the GST turnover limit of INR 1.5 crores (or INR 75 lakhs for the North-Eastern states and Himachal Pradesh) in the previous financial year.


2. **File Application for GST Registration**:
   - Visit the GST portal and select the option ""New Registration.""
   - Choose the type of taxpayer as ""Regular"" and complete the registration process.


3. **Select Composition Scheme Option**:
   - While completing the registration process, ensure that you select the ""Composition Scheme"" option in the ""Taxpayer Details"" section.
   - Provide necessary details and submit the application.


4. **File GST Returns**:
   - As a regular taxpayer, you are required to file GST returns regularly. This includes filing GSTR-1 (Sales Return), GSTR-3B (Summary Return), and GSTR-9 (Annual Return).
   - Ensure timely filing of GST returns to avoid penalties.


5. **Pay GST Liability**:
   - Calculate your GST liability based on the applicable GST rates and file your GST return.
   - Make timely payment of GST liability through NEFT/RTGS/Internet Banking or through the GST portal.


6. **Transition from Composition Scheme to Regular Scheme**:
   - You will be required to adhere to the regular GST provisions from the date your application for GST registration is approved.
   - Ensure compliance with all GST regulations, including invoicing, record-keeping, and filing returns.


7. **Update GST Details on GeM Portal**:
   - Inform GeM of your transition from the composition scheme to the regular scheme.
   - Update your GST details on the GeM portal to reflect your new status as a regular taxpayer."
"We are a proprietary firm but planning to convert to a private limited company - will my GeM registration and profile automatically change?
","Your GeM registration and profile will not automatically change when you convert your proprietary firm to a private limited company. You will need to update your GeM registration and profile manually to reflect the change in your company's legal status.

To update your GeM registration and profile, you will need to:

1. Log in to your GeM account.
2. Click on the ""My Profile"" tab.
3. Click on the ""Edit Profile"" button.
4. Update the following information:

    * Company Name
    * Company Type
    * Company Registration Number
    * Company PAN Number
    * Company GST Number
    * Company Address

5. Click on the ""Save"" button.

Once you have updated your GeM registration and profile, your new company name and legal status will be reflected in your GeM account. You will be able to continue using GeM as usual.

Please note that you may need to provide additional documentation to GeM to support your change in legal status. This may include a copy of your company's registration certificate and a copy of your company's PAN card.

If you have any questions about updating your GeM registration and profile, please contact GeM customer support."
"I unintentionally entered the wrong PAN number during initial registration. How can I revalidate or change the PAN?
","To revalidate or change the PAN entered during initial registration on the GeM portal, kindly follow these steps:

1. Log in to the GeM portal using your registered username and password.

2. Click on the ""My Account"" tab located at the top right corner of the homepage.

3. Select the ""PAN Information"" option from the drop-down menu.

4. On the PAN Information page, you will see the PAN number that you have entered during registration.

5. To change the PAN number, click on the ""Edit"" button next to the PAN number field.

6. Enter the correct PAN number in the field provided and click on the ""Save"" button.

7. A One Time Password (OTP) will be sent to your registered mobile number.

8. Enter the OTP in the field provided and click on the ""Validate"" button.

9. Your PAN number will be updated successfully.

Please ensure that you enter the correct PAN number as it is an important document for GST compliance and other financial transactions. If you face any difficulties in changing the PAN number, you can contact our customer support team for assistance.

Here are some additional points to keep in mind:

- PAN number is mandatory for all sellers and buyers on the GeM portal.

- GSTIN and PAN numbers are interlinked, so if you change your PAN number, you will also need to update your GSTIN on the GeM portal.

- Changes to PAN or GSTIN numbers usually take 24-48 hours to reflect in the system."
"What is the purpose of the email verification step during profile setup?
","The purpose of the email verification step during profile setup is to:

1. **Verify your identity:** By requiring you to provide a valid email address during profile setup, GeM can authenticate your identity and ensure that you are a legitimate user. This helps to prevent fraudulent or malicious activity on the platform.

2. **Prevent duplicate accounts:** The email verification step also helps to prevent users from creating multiple accounts. When you provide your email address, GeM checks its database to see if there is already an account associated with that email address. If there is, you will be prompted to log in to your existing account instead of creating a new one.

3. **Secure your account:** Email verification is a security measure that helps to protect your GeM account. By requiring you to provide a valid email address, GeM can send you important notifications and security alerts related to your account. For example, if someone tries to access your account from an unrecognized device or location, GeM may send you an email notification to alert you of the suspicious activity.

4. **Enable password reset:** If you ever forget your password, the email verification step allows you to reset it. When you request a password reset, GeM will send a link to your email address. You can click on the link to create a new password for your account."
"Can I update the office and billing addresses later if they change for my business? What documents are needed?
","Yes, you can update the office and billing addresses later if they change for your business. To do so, you will need to provide the following documents:

1. A copy of your new business license or registration certificate.
2. A copy of your new lease agreement or utility bill for your new office address.
3. If you are updating your billing address, you will also need to provide a copy of your new bank statement or credit card statement.

You can submit these documents to GeM either by email or by mail.

Once GeM has received your documents, they will update your account information within 5-7 business days.

Please note that you may be required to provide additional documentation if your business is registered in a different state or country."
"I have both a registered and corporate office. Can I add both addresses to my GeM profile?
","Yes, you can add both your registered office and corporate office addresses to your GeM profile. Here's how you can do it:

1. Log in to your GeM account.
2. Click on ""My Profile"" from the top right corner of the homepage.
3. Select ""Addresses"" from the left-hand menu.
4. Click on ""Add Address.""
5. Enter the details of your registered office address in the fields provided.
6. Click on ""Save and Continue.""
7. Repeat steps 4 and 5 to add your corporate office address.
8. Once you have added both addresses, click on ""Submit.""

Your registered office and corporate office addresses will now be added to your GeM profile. You can select the appropriate address during the checkout process when placing an order.

Here are some additional points to keep in mind:

* You can have a maximum of three addresses (including the registered office and corporate office) on your GeM profile.
* Only one address can be marked as the default address.
* When placing an order, you will need to select the address where you want the goods or services to be delivered.
* You can also edit or delete your addresses at any time by following the steps outlined above.

If you encounter any issues while adding your addresses or have any other questions, please feel free to reach out to our customer support team for assistance."
"Is there a size limit on documents I can upload as part of my profile?
","Yes, there is a size limit on documents that you can upload as part of your GeM profile. The maximum file size for each document is 10 MB. If you try to upload a document that is larger than 10 MB, you will receive an error message.

To reduce the file size of your document, you can try the following:

* Compress the document using a file compression tool such as WinZip or 7-Zip.
* Convert the document to a different file format, such as PDF or JPG.
* Reduce the resolution of images in the document.
* Remove unnecessary pages from the document.

Once you have reduced the file size of your document, you can try uploading it again."
How soon after profile completion will my account be activated for bidding and taking orders?,"Your account will be activated for bidding and taking orders immediately after successful completion of your profile. You will receive an email notification once your account is activated.

In case you have not received an email notification within 24 hours of profile completion, please contact the GeM Helpdesk."
