"What is the process for new sellers to get vendor assessment done?
","New sellers who want to get vendor assessment done must follow these steps:

1. **Seller Registration:** Start by registering yourself as a seller on the GeM portal. Upon successful registration, you will receive a unique seller ID.

2. **Fill in Details:** Fill in all the required details such as your company name, type of business, PAN, email, etc. Complete your seller profile accurately to avoid any future complications.

3. **Product Listing:** List the products that you want to sell. Update all necessary details such as product name, description, price, etc.

4. **Vendor Assessment:** After effectively listing your product, you will proceed towards the vendor assessment stage. You must opt for a third-party assessment agency that is empaneled with GeM. 

5. **Documentation:** Provide all the necessary documents that the assessment agency requests. This may include quality certifications, tax documents, business establishment documents and more. 

6. **Audit:** The assessment agency will conduct an audit based on your documents and other parameters.

7. **Report:** Post the audit, the assessment agency will release a detailed report covering all aspects of your documentation and audit.

8. **Final Approval:** If you pass the vendor assessment, you will receive an approval from the assessment agency. After this, you can start selling your products on GeM. 

Remember, the process can vary slightly based on the type of products or services you intend to provide, your organization type, and location. However, these are the general steps for getting a vendor assessment done for new sellers on GeM."
"How can exempted sellers apply for assessment exemption? What documents are required?
","Exempted Sellers on the GeM (Government e-marketplace) don't generally require any assessment or additional qualification. However, the broad categorization of exempted sellers include OEMs (Original Equipment Manufacturers), Startups, MSEs (Micro and Small Enterprises), and associated companies.

Here are the basic documents required for any seller to get registered on GeM:

1. Company Details: This includes the legal name of your business, its structure (partnership, corporation, etc.), your company's registration certificate, GSTIN, PAN, and TAN details.

2. Bank Details: You will need to provide your bank account number, account type, bank name, branch, IFSC code.

3. Products and Services: Details of the products or services which you want to sell on GeM.

4. Business Category: Details about industries your business serves.

If, however, there is a regulation in place in your specific context where exempted sellers need to apply for assessment exemption, it's recommended that you reach out directly to the GeM support team or refer to notices/tenders circulated by GeM. Always ensure to keep your documents ready and up-to-date."
"How can I view my seller details and account status on GeM?
","To view your seller details and account status on GeM, follow these steps:

1. Log in to the GeM portal with your seller account username and password.
2. Once logged in, click on 'My Dashboard' or 'My Profile' usually located at the top of the page.
3. Under My Dashboard or My Profile, you can view and manage all your account information including your seller details, business information, product catalogue, orders, payments, and account status.
4. For further details or specific queries, visit the 'Help & Support' section.

Remember to always protect your account details and only log in from secure devices. Do not share your credentials with anyone to maintain security of your account."
"What is the process to add secondary users for my seller account?
","Here is the step-by-step process to add secondary users to your seller account on GeM: 

1. Log in to your primary seller account on the GeM portal. 

2. Navigate to the 'My Profile' section, which can usually be found in the top right corner of the website. 

3. In the 'My Profile' section, you'll find an option for 'User Management'.

4. Under 'User Management', click on 'Add New User'. 

5. Fill in the necessary details of the secondary user, including name, email address, one role from defined roles (like catalog manager, order manager, etc.), and mobile number.

6. Click on 'Send OTP'. An OTP will be sent to the mobile number that you have provided. 

7. Enter the OTP in the designated field and click on the 'Verify' button. 

8. Once verified, click on 'Submit'. 

The new user will now receive a system generated password on their registered email. Using this, they can log in and create their own password. They now have access to use the GeM portal with all permissions that have been granted to them by the primary user. Please note, the primary user is responsible for all activities carried out by the secondary user."
"What are the different roles for secondary users? How many can I add?
","Secondary users on GeM are users created by the primary user who can act on their behalf for different functions. Secondary users have different roles such as:

1. Product upload: This user can upload products, edit the offer & catalog, bid or quote for a product.
2. Order processing: This user can process orders and view all orders.
3. Payment and finance: This user can access the payment dashboard and manage all payments and finances related tasks.
4. EMD (Earnest Money Deposit): Can participate in bids where EMD is applicable.

The primary user has full control over which roles are assigned to secondary users, and can add or modify these roles as needed.

As to the number of secondary users you can add, there is no explicit limit stated on the GeM portal. But, it's advisable to maintain efficacy and manageability, you should add only as many users as are necessary for carrying out your operations smoothly. 

Remember that accountability and control of actions from your account will still rest with you even with secondary users, so add users judiciously."
"How will the added secondary users activate their GeM account?
","After adding a secondary user in the GeM portal, these users may activate their accounts by following these steps:

1. An automated email will be sent to the registered email id of the secondary user with a link to activate their account.

2. They must click on the link which will redirect them to the GeM portal for the activation of their account.

3. They need to create a new password and confirm it. 

4. After setting up their password, they have to log out and log in again to make sure the account has been activated.

5. Now their account is active and they can start using the GeM portal. 

Remember, the link sent for activation is valid only for 24 hours, so, it's necessary to activate it within this timeframe. 

Note: It’s very important to keep your login information safe and confidential."
"What happens if I enter the wrong date of incorporation during profile setup - can it be edited later?
","Yes, it can be edited later. However, it is crucial to provide the correct information at the time of registration for a smoother process. If you've made an error, you can navigate to ""My Profile"" and then choose to edit the information. Bear in mind that some information may require you to provide justification for the changes and supplying additional documents for verification. It's best to contact GeM support for specific guidance on changing significant details like date of incorporation."
"My company changed names last year after incorporation - how do I update this in my GeM seller profile?
","To update the name of your company in your GeM seller profile, you need to follow these steps:

1. Login to your GeM seller profile.
2. Go to the ""My Profile"" or ""Company Details"" section.
3. Click on 'Edit' or 'Update Details' button.
4. Update your company's name and save the changes.

Please note, in the case of a significant change like a company name change, you may also need to upload the relevant legal documentation confirming the change (like Certificate of Incorporation on Change of Name of the company from the concerned Registrar of Companies). Please ensure that the company name on GeM matches with that in the GSTIN and PAN, otherwise, it can lead to deactivation of your GeM profile. 

For more details, or for assistance during the update process, contact GeM Customer Support."
"I am currently registered under composition scheme but want to change to regular taxpayer - what is the process for that?
","As a customer service bot for GeM, I am equipped to provide support related to selling on the Government e-Marketplace. For detailed assistance regarding changing your registration from a composition scheme to a regular taxpayer, I recommend getting in touch with the GST (Goods and Services Tax) department or a tax consultant, as this pertains to tax laws and regulations rather than the GeM specifically. 

Once you have changed your tax regime and have your GST details updated, you can update those same details on your GeM profile as well:

1. Login to your GeM Seller/Buyer/Service Provider account.
2. Go to 'My Profile' section.
3. Select 'PAN/GST Details' from the sidebar.
4. Update the GSTIN Details.
5. Save the changes.

Please remember that any changes in your tax details should be reflected across all your business related platforms to ensure legal compliance."
"We are a proprietary firm but planning to convert to a private limited company - will my GeM registration and profile automatically change?
","No, your GeM registration and profile won't automatically change if your firm's status changes from proprietary to private limited. You will need to create a new seller's user account on the Government e-Marketplace (GeM) with the updated details of your company. Ensure to submit all necessary official documents related to your private limited company during the registration process. Please note that your old account (as a proprietary firm) cannot be transferred to your new private limited company's registration. Be mindful to comply with all regulations laid out by GeM for private limited companies."
"I unintentionally entered the wrong PAN number during initial registration. How can I revalidate or change the PAN?
","As a chatbot for Government e-Marketplace (GeM), I'm here to assist you. If you have entered the incorrect PAN during initial registration, unfortunately, you won't be able to change it directly from your end due to security reasons. However, you can contact GeM Customer Care at 1800-419-3436 or 1800-102-3436 or send an email to care@gem.gov.in with the necessary corrections. Please prepare supporting evidence to facilitate the change, such as a scanned copy of your correct PAN card."
"What is the purpose of the email verification step during profile setup?
","The email verification step during profile setup ensures the authenticity and security of your account. The email that you provide is used as the primary mode of communication between you and the Government e-Marketplace (GeM). By verifying your email, you confirm that you have access to that email account and therefore, all communications from GeM including notifications, updates, instructions, etc. will reach you directly. This process also prevents misuse of one's email ID. It's a crucial step to protect your interests and avoid any kind of fraudulent activities on the platform."
"Can I update the office and billing addresses later if they change for my business? What documents are needed?
","Yes, you are allowed to update your office and billing addresses in case they change for your business. You can update that information from your dashboard in the GeM portal.

As for the documents required, they usually consist of:
1. Certificate of Incorporation 
2. GST Certificate
3. PAN Card (of the business entity) 
4. Municipal Corporation Certificate or Rent agreement or Lease Deed or Property documents for proof of the registered office.

However, I advise you to refer to the GeM portal to understand the exact requirements according to the terms and conditions since they might vary.

Remember, the updated addresses should align with the details on the legal documents of your business. If required, GeM may also ask for fresh documents reflecting the new address. 

Please ensure all the information is accurate to avoid any issues with account deactivation or even legal actions."
"I have both a registered and corporate office. Can I add both addresses to my GeM profile?
","Yes, definitely. While registering as a seller on the Government e-Marketplace (GeM), you can add multiple addresses to your GeM profile. This includes both your registered office and corporate office. It's important to include the full and correct details to ensure straightforward and efficient communication."
"Is there a size limit on documents I can upload as part of my profile?
","Yes, there is a size limit on the documents you upload as part of your seller profile on GeM. As of the current guidelines, the maximum size for each file should not exceed 5 MB. Please make sure your documents are in the allowed formats such as PDF files. Always stay updated by checking the guidelines provided on the GeM portal."
How soon after profile completion will my account be activated for bidding and taking orders?,"Your account is typically activated for bidding and taking orders within 48-72 hours after profile completion. However, it may take longer if further verification or additional information is required. Once your account is activated, you'll receive a confirmation email. Remember that all the details in the profile should be accurate because they will be thoroughly checked during the verification process."
